iter	Passed	Remaining
180	306	1388
181	308	1384
182	309	1381
183	310	1377
184	312	1377
185	314	1376
186	316	1374
187	317	1372
188	319	1371
189	321	1368
190	322	1365
191	323	1362
192	325	1359
193	326	1356
194	328	1354
195	329	1351
196	330	1348
197	332	1345
198	333	1341
199	335	1340
200	336	1337
201	337	1334
202	339	1331
203	340	1328
204	342	1326
205	343	1324
206	345	1322
207	346	1319
208	347	1316
209	349	1314
210	350	1312
211	352	1310
212	353	1307
213	355	1304
214	356	1301
215	358	1299
216	359	1297
217	361	1295
218	362	1293
219	364	1290
220	365	1288
221	367	1287
222	368	1284
223	369	1281
224	371	1279
225	372	1276
226	374	1274
227	375	1272
228	377	1271
229	379	1269
230	380	1266
231	382	1264
232	383	1262
233	384	1259
234	386	1256
235	387	1254
236	388	1252
237	390	1250
238	391	1248
239	393	1245
240	394	1242
241	396	1241
242	397	1239
243	399	1237
244	400	1234
245	401	1232
246	403	1229
247	404	1227
248	406	1225
249	407	1222
250	408	1220
251	410	1217
252	411	1215
253	413	1213
254	414	1211
255	416	1209
256	417	1206
257	418	1204
258	420	1202
259	422	1201
260	423	1198
261	424	1196
262	426	1194
263	427	1192
264	429	1191
265	431	1189
266	432	1186
267	433	1185
268	435	1183
269	437	1184
270	439	1182
271	441	1180
272	442	1179
273	444	1177
274	446	1176
275	447	1174
276	449	1172
277	450	1171
278	452	1169
279	453	1167
280	455	1165
281	457	1164
282	458	1162
283	460	1160
284	461	1158
285	463	1156
286	464	1154
287	466	1152
288	467	1150
289	468	1147
290	470	1146
291	471	1144
292	473	1142
293	475	1140
294	476	1139
295	478	1137
296	479	1134
297	480	1131
298	482	1130
299	483	1129
300	485	1127
301	486	1125
302	488	1123
303	489	1121
304	491	1120
305	493	1118
306	494	1116
307	495	1114
308	497	1113
309	499	1111
310	500	1109
311	502	1107
312	503	1106
313	505	1104
314	507	1102
315	508	1101
316	510	1100
317	512	1098
318	514	1097
319	515	1096
320	517	1094
321	519	1092
322	520	1091
323	522	1090
324	524	1088
325	525	1086
326	526	1084
327	528	1083
328	530	1081
329	531	1079
330	533	1077
331	534	1075
332	535	1073
333	537	1071
334	538	1069
335	540	1067
336	541	1066
337	543	1065
338	545	1063
339	547	1062
340	548	1060
341	550	1059
342	553	1059
343	554	1058
344	556	1056
345	558	1056
346	560	1055
347	562	1053
348	564	1052
349	566	1052
350	568	1051
351	571	1051
352	573	1050
353	575	1049
354	577	1049
355	579	1048
356	581	1047
357	584	1047
358	586	1047
359	589	1047
360	591	1047
361	594	1047
362	596	1046
363	599	1046
364	601	1046
365	604	1046
366	607	1047
367	609	1046
368	611	1046
369	614	1045
370	616	1045
371	618	1044
372	621	1043
373	623	1043
374	626	1043
375	628	1043
376	631	1043
377	634	1043
378	636	1043
379	639	1043
380	642	1043
381	645	1043
382	647	1043
383	649	1042
384	651	1041
385	654	1041
386	655	1038
387	657	1036
388	659	1035
389	661	1035
390	664	1034
391	666	1034
392	669	1033
393	671	1033
394	674	1032
395	676	1032
396	679	1032
397	682	1031
398	684	1031
399	687	1030
400	689	1029
401	691	1028
402	693	1028
403	696	1027
404	698	1026
405	701	1026
406	703	1025
407	706	1024
408	707	1022
409	710	1022
410	712	1021
411	714	1020
412	718	1020
413	720	1020
414	723	1019
415	725	1018
416	728	1018
417	731	1017
418	733	1016
419	735	1015
420	739	1016
421	742	1017
422	746	1018
423	749	1017
424	752	1017
425	754	1016
426	757	1016
427	759	1015
428	762	1014
429	764	1013
430	767	1012
431	769	1011
432	772	1011
433	774	1010
434	777	1009
435	780	1009
436	783	1009
437	786	1008
438	788	1007
439	790	1006
440	792	1004
441	795	1004
442	798	1003
443	800	1002
444	803	1002
445	806	1001
446	808	1000
447	810	998
448	813	997
449	815	997
450	819	997
451	822	996
452	824	995
453	827	994
454	829	994
455	832	992
456	834	991
457	837	991
458	840	990
459	843	990
460	846	989
461	847	987
462	850	986
463	853	985
464	854	983
465	857	982
466	860	981
467	863	981
468	866	980
469	868	979
470	871	979
471	874	978
472	876	977
473	878	975
474	881	974
475	884	974
476	887	972
477	890	972
478	892	971
479	895	970
480	897	968
481	899	966
482	902	965
483	905	964
484	908	964
485	910	963
486	913	962
487	916	961
488	919	960
489	922	960
490	925	959
491	928	959
492	931	958
493	934	956
494	936	955
495	939	955
496	942	953
497	945	952
498	947	951
499	949	949
500	952	948
501	955	947
502	958	946
503	961	945
504	963	944
505	966	943
506	968	942
507	971	940
508	973	939
509	976	938
510	978	936
511	981	935
512	983	933
513	986	932
514	989	931
515	992	930
516	994	929
517	997	927
518	999	926
519	1002	925
520	1004	923
521	1007	922
522	1010	921
523	1012	920
524	1015	918
525	1018	917
526	1020	916
527	1023	914
528	1025	913
529	1028	911
530	1030	910
531	1032	908
532	1035	906
533	1037	905
534	1040	904
535	1042	902
536	1045	901
537	1047	899
538	1049	897
539	1051	895
540	1054	894
541	1057	893
542	1061	893
543	1063	891
544	1066	890
545	1068	888
546	1071	887
547	1073	885
548	1076	883
549	1078	882
550	1080	880
551	1083	879
552	1085	877
553	1087	875
554	1090	874
555	1092	872
556	1095	871
557	1098	869
558	1100	867
559	1103	866
560	1105	865
561	1108	863
562	1110	862
563	1112	860
564	1115	858
565	1117	856
566	1120	855
567	1122	853
568	1124	852
569	1127	850
570	1129	848
571	1132	847
572	1135	845
573	1137	844
574	1139	842
575	1142	840
576	1144	839
577	1147	837
578	1150	836
579	1152	834
580	1155	833
581	1157	831
582	1160	830
583	1162	828
584	1165	827
585	1168	825
586	1171	824
587	1174	822
588	1176	821
589	1179	819
590	1182	818
591	1185	817
592	1187	815
593	1190	813
594	1193	812
595	1195	810
596	1198	808
597	1200	807
598	1203	805
599	1206	804
600	1208	802
601	1211	800
602	1213	798
603	1216	797
604	1218	795
605	1221	793
606	1223	792
607	1226	790
608	1228	788
609	1231	787
610	1233	785
611	1235	783
612	1238	781
613	1241	780
614	1243	778
615	1246	777
616	1249	775
617	1251	773
618	1253	771
619	1256	769
620	1258	768
621	1261	766
622	1263	764
623	1266	763
624	1268	761
625	1271	759
626	1273	757
627	1276	755
628	1278	754
629	1280	752
630	1283	750
631	1286	748
632	1288	747
633	1291	745
634	1293	743
635	1296	742
636	1298	740
637	1301	738
638	1303	736
639	1306	734
640	1309	733
641	1311	731
642	1314	729
643	1316	727
644	1319	726
645	1321	724
646	1324	722
647	1326	720
648	1329	718
649	1332	717
650	1334	715
651	1336	713
652	1339	711
653	1342	710
654	1344	708
655	1346	706
656	1349	704
657	1352	702
658	1354	701
659	1357	699
660	1359	697
661	1361	695
662	1364	693
663	1366	691
664	1369	689
665	1371	687
666	1374	686
667	1376	684
668	1378	681
669	1381	680
670	1383	678
671	1386	676
672	1388	674
673	1391	672
674	1393	670
675	1395	668
676	1398	666
677	1400	665
678	1403	663
679	1405	661
680	1408	659
681	1410	657
682	1413	655
683	1415	654
684	1418	652
685	1420	650
686	1423	648
687	1425	646
688	1428	644
689	1430	642
690	1433	640
691	1436	639
692	1438	637
693	1440	635
694	1442	633
695	1445	631
696	1448	629
697	1450	627
698	1453	625
699	1456	624
700	1458	622
701	1461	620
702	1463	618
703	1466	616
704	1468	614
705	1471	612
706	1473	610
707	1476	608
708	1479	607
709	1481	604
710	1483	603
711	1486	601
712	1488	599
713	1491	597
714	1493	595
715	1496	593
716	1499	591
717	1501	589
718	1503	587
719	1506	585
720	1509	583
721	1511	582
722	1514	580
723	1518	578
724	1520	576
725	1523	575
726	1525	572
727	1528	570
728	1530	568
729	1532	566
730	1535	564
731	1538	563
732	1540	561
733	1542	559
734	1545	557
735	1547	555
736	1550	553
737	1553	551
738	1555	549
739	1558	547
740	1560	545
741	1562	543
742	1565	541
743	1567	539
744	1569	537
745	1572	535
746	1574	533
747	1577	531
748	1579	529
749	1582	527
750	1584	525
751	1587	523
752	1589	521
753	1591	519
754	1594	517
755	1596	515
756	1598	513
757	1601	511
758	1604	509
759	1606	507
760	1608	505
761	1611	503
762	1614	501
763	1617	499
764	1619	497
765	1621	495
766	1624	493
767	1627	491
768	1629	489
769	1632	487
770	1634	485
771	1636	483
772	1639	481
773	1642	479
774	1644	477
775	1647	475
776	1650	473
777	1652	471
778	1655	469
779	1657	467
780	1660	465
781	1662	463
782	1665	461
783	1667	459
784	1670	457
785	1673	455
786	1675	453
787	1678	451
788	1681	449
789	1683	447
790	1685	445
791	1688	443
792	1690	441
793	1693	439
794	1696	437
795	1698	435
796	1701	433
797	1703	431
798	1705	429
799	1708	427
800	1710	425
801	1713	423
802	1715	420
803	1718	418
804	1721	416
805	1723	414
806	1726	412
807	1728	410
808	1731	408
809	1733	406
810	1736	404
811	1739	402
812	1741	400
813	1744	398
814	1746	396
815	1749	394
816	1751	392
817	1754	390
818	1756	388
819	1759	386
820	1762	384
821	1764	382
822	1767	380
823	1770	378
824	1772	376
825	1775	373
826	1777	371
827	1780	369
828	1782	367
829	1785	365
830	1787	363
831	1790	361
832	1793	359
833	1796	357
834	1799	355
835	1802	353
836	1805	351
837	1808	349
838	1810	347
839	1813	345
840	1815	343
841	1818	341
842	1821	339
843	1824	337
844	1827	335
845	1829	333
846	1832	331
847	1835	328
848	1837	326
849	1840	324
850	1842	322
851	1845	320
852	1847	318
853	1850	316
854	1853	314
855	1856	312
856	1859	310
857	1861	308
858	1864	306
859	1866	303
860	1869	301
861	1872	299
862	1875	297
863	1878	295
864	1881	293
865	1884	291
866	1886	289
867	1889	287
868	1892	285
869	1895	283
870	1898	281
871	1902	279
872	1905	277
873	1908	275
874	1911	273
875	1914	271
876	1917	268
877	1920	266
878	1924	264
879	1927	262
880	1931	260
881	1934	258
882	1937	256
883	1941	254
884	1947	253
885	1951	251
886	1955	249
887	1961	247
888	1965	245
889	1970	243
890	1975	241
891	1979	239
892	1986	238
893	1991	236
894	1996	234
895	2001	232
896	2007	230
897	2012	228
898	2017	226
899	2022	224
900	2027	222
901	2033	220
902	2038	218
903	2046	217
904	2054	215
905	2059	213
906	2066	211
907	2073	210
908	2080	208
909	2086	206
910	2092	204
911	2099	202
912	2107	200
913	2114	198
914	2120	196
915	2125	194
916	2131	192
917	2138	190
918	2144	189
919	2151	187
920	2158	185
921	2163	183
922	2170	181
923	2175	178
924	2181	176
925	2188	174
926	2194	172
927	2200	170
928	2205	168
929	2212	166
930	2220	164
931	2228	162
932	2234	160
933	2241	158
934	2246	156
935	2252	154
936	2257	151
937	2264	149
938	2270	147
939	2275	145
940	2281	143
941	2287	140
942	2293	138
943	2299	136
944	2305	134
945	2311	131
946	2318	129
947	2326	127
948	2332	125
949	2338	123
950	2346	120
951	2352	118
952	2358	116
953	2365	114
954	2372	111
955	2378	109
956	2383	107
957	2390	104
958	2395	102
959	2401	100
960	2407	97
961	2413	95
962	2420	92
963	2425	90
964	2432	88
965	2438	85
966	2445	83
967	2451	81
968	2457	78
969	2464	76
970	2470	73
971	2478	71
972	2485	68
973	2492	66
974	2500	64
975	2505	61
976	2511	59
977	2517	56
978	2524	54
979	2529	51
980	2536	49
981	2540	46
982	2546	44
983	2552	41
984	2559	38
985	2564	36
986	2572	33
987	2579	31
988	2586	28
989	2592	26
990	2598	23
991	2605	21
992	2609	18
993	2616	15
994	2622	13
995	2629	10
996	2635	7
997	2641	5
998	2647	2
999	2653	0
