iter	RMSE
488	1.14116459
489	1.139265317
490	1.13592628
491	1.133608583
492	1.129939416
493	1.127959106
494	1.127468841
495	1.126778465
496	1.122438107
497	1.121440616
498	1.120892189
499	1.119437912
500	1.116996192
501	1.114318421
502	1.112740819
503	1.112276383
504	1.111817092
505	1.108529587
506	1.105920923
507	1.102314122
508	1.100136398
509	1.096573751
510	1.094502715
511	1.093088639
512	1.088059394
513	1.085884427
514	1.083681213
515	1.081532999
516	1.080339581
517	1.078844052
518	1.078436781
519	1.078009742
520	1.077016877
521	1.074393858
522	1.072718258
523	1.072102043
524	1.071511503
525	1.068856293
526	1.06630462
527	1.063646335
528	1.061875763
529	1.05911844
530	1.057162616
531	1.056144646
532	1.054688875
533	1.052715173
534	1.0494195
535	1.048864441
536	1.047119892
537	1.046162245
538	1.043007343
539	1.040992846
540	1.03765776
541	1.03579599
542	1.032954455
543	1.030591697
544	1.027593039
545	1.025497359
546	1.022191944
547	1.021807273
548	1.020103155
549	1.017922033
550	1.017538395
551	1.015517875
552	1.014508629
553	1.013598668
554	1.010809823
555	1.008458082
556	1.006889763
557	1.004216224
558	1.002541456
559	0.9983424621
560	0.9962771219
561	0.9955057211
562	0.9951383227
563	0.992878403
564	0.9905998158
565	0.9869198653
566	0.9840506318
567	0.9817111388
568	0.9785213865
569	0.9759161953
570	0.9732859838
571	0.9703613439
572	0.9687049948
573	0.9680530731
574	0.9643495374
575	0.9625914244
576	0.9609625999
577	0.9591043983
578	0.9570556201
579	0.9555185937
580	0.953935912
581	0.951590972
582	0.9498986815
583	0.9476094926
584	0.9463485639
585	0.9444853124
586	0.9441883917
587	0.9423156946
588	0.9409456867
589	0.9405906563
590	0.9391979291
591	0.9372793103
592	0.9360988338
593	0.934628454
594	0.9328011188
595	0.9312796803
596	0.9292099459
597	0.9267824343
598	0.924626481
599	0.9223365346
600	0.9190018685
601	0.9166277515
602	0.9135772218
603	0.9117468549
604	0.9091893086
605	0.9072136184
606	0.90687938
607	0.9050709611
608	0.9032703707
609	0.902319521
610	0.9009171426
611	0.8981902023
612	0.8967165042
613	0.8938233256
614	0.8909968551
615	0.8898935798
616	0.8880511759
617	0.8865326868
618	0.884931729
619	0.883690657
620	0.8831494666
621	0.8811095825
622	0.8787606594
623	0.8778380704
624	0.8775326544
625	0.875635448
626	0.8732625233
627	0.8719201154
628	0.870856279
629	0.8693475797
630	0.8680859985
631	0.8661584742
632	0.8643849817
633	0.8629807345
634	0.8626706929
635	0.8613100024
636	0.8598481325
637	0.8581373396
638	0.8568410344
639	0.8552633675
640	0.8541859279
641	0.8526151492
642	0.8502033063
643	0.8481363507
644	0.8460352364
645	0.8451487712
646	0.8427441666
647	0.8412822187
648	0.8395130977
649	0.8377563046
650	0.8349257801
651	0.8322147237
652	0.8311275882
653	0.8291654268
654	0.8287132765
655	0.8266039733
656	0.8236045051
657	0.8216761996
658	0.8200305472
659	0.819189981
660	0.8186154615
661	0.8175775036
662	0.8162695117
663	0.8147698791
664	0.8137378383
665	0.8117602132
666	0.8103458223
667	0.8087695577
668	0.8071378362
669	0.8053389808
670	0.8036701736
671	0.8016291749
672	0.7983318461
673	0.796825047
674	0.7951197191
675	0.7929244075
676	0.7911613743
677	0.7893438821
678	0.7886283493
679	0.7879098951
680	0.7864888467
681	0.7844331366
682	0.7826302769
683	0.7823551661
684	0.7814528847
685	0.7805067989
686	0.7792827804
687	0.7775810448
688	0.7754445638
689	0.7736959843
690	0.7730369287
691	0.7719998077
692	0.7700814699
693	0.7679970559
694	0.7668888293
695	0.7644279349
696	0.7627868604
697	0.7614746019
698	0.7603208183
699	0.7583148102
700	0.7563984496
701	0.7560037344
702	0.7546093498
703	0.7543037264
704	0.7533825981
705	0.7517992239
706	0.7507950885
707	0.7490401028
708	0.7473381623
709	0.7471212681
710	0.7460914958
711	0.7453320655
712	0.7431840152
713	0.7412719406
714	0.7406659563
715	0.739782363
716	0.7395527266
717	0.7381584608
718	0.7379884031
719	0.7369338581
720	0.7345484705
721	0.7326262149
722	0.7314500702
723	0.7310456865
724	0.730090324
725	0.7287494359
726	0.7265211652
727	0.7247535906
728	0.7230138905
729	0.7207051391
730	0.7195017265
731	0.7181570345
732	0.716662343
733	0.714969511
734	0.7124959629
735	0.7114471437
736	0.7099258012
737	0.7092580183
738	0.7074703724
739	0.7058056538
740	0.7046586888
741	0.7036951395
742	0.7035501147
743	0.7022154635
744	0.7004624346
745	0.6988877134
746	0.6980561734
747	0.6972257268
748	0.6961539156
749	0.6945438296
750	0.6921965234
751	0.6909940771
752	0.6903670285
753	0.6893724182
754	0.6882393343
755	0.6865922861
756	0.6850765146
757	0.6838710058
758	0.6824445655
759	0.6822963794
760	0.6807223706
761	0.6795320384
762	0.6794014528
763	0.6789147622
764	0.6774096273
765	0.6759088101
766	0.6751017521
767	0.6738123508
768	0.6733250601
769	0.6726552708
770	0.6709126109
771	0.6692193271
772	0.6690392298
773	0.667427172
774	0.6657692359
775	0.6649511859
776	0.6638809734
777	0.6627952514
778	0.6615871539
779	0.6604461187
780	0.6587673092
781	0.6579586541
782	0.6562203052
783	0.6554070604
784	0.6546962875
785	0.654585894
786	0.6536797401
787	0.6522521208
788	0.6512442502
789	0.6502926988
790	0.6493340449
791	0.6476553792
792	0.6470533436
793	0.6453669543
794	0.6451474571
795	0.6440720119
796	0.6432150932
797	0.6412152175
798	0.6398393775
799	0.6391198988
800	0.6386806281
801	0.6384976619
802	0.6370286036
803	0.6366647794
804	0.636362612
805	0.6342919368
806	0.63254644
807	0.6321755467
808	0.6301312328
809	0.6291042352
810	0.6282328185
811	0.6267974877
812	0.6259319769
813	0.6254523486
814	0.6234898565
815	0.6221938418
816	0.6210195063
817	0.6208207469
818	0.6194142603
819	0.6186370973
820	0.6181622333
821	0.6173445778
822	0.6154842609
823	0.6141019175
824	0.61345969
825	0.6130471107
826	0.6121374868
827	0.6106965266
828	0.6097402568
829	0.6089323608
830	0.6080992947
831	0.6072306514
832	0.6057506195
833	0.6041854261
834	0.6034686111
835	0.6023896123
836	0.6007802889
837	0.5995596521
838	0.5982713862
839	0.5972430583
840	0.5961907744
841	0.5943581257
842	0.5938709338
843	0.593314841
844	0.5921114517
845	0.5906273373
846	0.5897325867
847	0.5883617459
848	0.5863110228
849	0.5854747983
850	0.5842171708
851	0.5831662702
852	0.5819536665
853	0.5815210165
854	0.5806885815
855	0.5790020657
856	0.578384015
857	0.5772633638
858	0.5761271185
859	0.5760088221
860	0.5757878575
861	0.5748893043
862	0.5734229699
863	0.5733137915
864	0.5724450974
865	0.5707341173
866	0.5700091991
867	0.5685370948
868	0.5675347846
869	0.5667797945
870	0.5655501014
871	0.5644294588
872	0.5630137219
873	0.5619756708
874	0.5610157841
875	0.5593178682
876	0.5581283835
877	0.556917471
878	0.5557347305
879	0.5542625832
880	0.5533718981
881	0.5529558057
882	0.5522567012
883	0.5519777486
884	0.5506728097
885	0.5500800352
886	0.5489407988
887	0.5482921927
888	0.5472087124
889	0.5463364792
890	0.544991916
891	0.5441702572
892	0.5432172437
893	0.5423818203
894	0.5414063102
895	0.5411101319
896	0.5410151848
897	0.5395543136
898	0.5383591157
899	0.5372863589
900	0.5362799486
901	0.5354895713
902	0.5339493777
903	0.5331016108
904	0.5316647894
905	0.5304858418
906	0.5303964076
907	0.5293630956
908	0.5289487963
909	0.5286975395
910	0.5277423947
911	0.527039278
912	0.5260814826
913	0.5249023596
914	0.5239835624
915	0.5237215053
916	0.5231930341
917	0.5224145873
918	0.5208995921
919	0.5207966423
920	0.5200308798
921	0.5186347901
922	0.5182870307
923	0.5173263237
924	0.5164003928
925	0.5157695702
926	0.514391958
927	0.5132817643
928	0.51255905
929	0.5117921979
930	0.5111364268
931	0.5106933751
932	0.509313869
933	0.5092182754
934	0.5082396444
935	0.5074537054
936	0.5073615893
937	0.5059324534
938	0.5053434647
939	0.5052492286
940	0.5051646664
941	0.5038638863
942	0.5030112591
943	0.5029157544
944	0.5023828281
945	0.5016979054
946	0.5008959486
947	0.5003437845
948	0.4998905764
949	0.4987634737
950	0.4981207472
951	0.498035188
952	0.4971108139
953	0.4963103746
954	0.4952888502
955	0.4951960096
956	0.4949095869
957	0.4942541433
958	0.4936018138
959	0.4926253316
960	0.4912391017
961	0.4901461028
962	0.4889415829
963	0.4881944484
964	0.4878539895
965	0.4872577543
966	0.4869341315
967	0.4860283224
968	0.4850934945
969	0.4844736589
970	0.4836763202
971	0.4830751607
972	0.4829082286
973	0.4810963833
974	0.4805856576
975	0.4798851548
976	0.4789719013
977	0.4786465167
978	0.4773198008
979	0.4769369914
980	0.476331546
981	0.4753730271
982	0.474894394
983	0.473357816
984	0.4729690883
985	0.472132026
986	0.4713095192
987	0.4707848486
988	0.4706259267
989	0.469427689
990	0.4686740944
991	0.467840248
992	0.4674047998
993	0.4668269911
994	0.4666276856
995	0.4658770171
996	0.4656235778
997	0.4650835244
998	0.4641702255
999	0.4634686956
